FID,Field1,lon,lat,Island
700,701,-91.439999999999998,-1.020000000000000,0.000000000000000
702,703,-91.430000000000007,-0.270000000000000,0.000000000000000
705,706,-91.329999999999998,-0.700000000000000,0.000000000000000
706,707,-91.090000000000003,-0.620000000000000,0.000000000000000
710,711,-91.219999999999999,-1.030000000000000,0.000000000000000
716,717,-91.370000000000005,-0.290000000000000,0.000000000000000
718,719,-91.549999999999997,-0.070000000000000,0.000000000000000
720,721,-91.469999999999999,-0.560000000000000,0.000000000000000
721,722,-91.349999999999994,-0.220000000000000,0.000000000000000
722,723,-91.120000000000005,-0.640000000000000,0.000000000000000
724,725,-91.230000000000004,-0.050000000000000,0.000000000000000
730,731,-91.079999999999998,-0.800000000000000,0.000000000000000
736,737,-90.989999999999995,-0.880000000000000,0.000000000000000
738,739,-91.409999999999997,-0.070000000000000,0.000000000000000
740,741,-91.400000000000006,-0.420000000000000,0.000000000000000
743,744,-90.939999999999998,-0.840000000000000,0.000000000000000
746,747,-91.400000000000006,-0.270000000000000,0.000000000000000
749,750,-90.879999999999995,-0.970000000000000,0.000000000000000
750,751,-90.859999999999999,-0.810000000000000,0.000000000000000
751,752,-90.829999999999998,-0.850000000000000,0.000000000000000
752,753,-90.829999999999998,-0.640000000000000,0.000000000000000
753,754,-90.980000000000004,-0.510000000000000,0.000000000000000
758,759,-91.000000000000000,-0.940000000000000,0.000000000000000
759,760,-91.230000000000004,-0.680000000000000,0.000000000000000
760,761,-91.519999999999996,-0.360000000000000,0.000000000000000
762,763,-91.459999999999994,-0.530000000000000,0.000000000000000
763,764,-91.090000000000003,-0.880000000000000,0.000000000000000
766,767,-91.060000000000002,-0.410000000000000,0.000000000000000
768,769,-91.519999999999996,-0.390000000000000,0.000000000000000
770,771,-91.230000000000004,-0.410000000000000,0.000000000000000
771,772,-91.159999999999997,-0.540000000000000,0.000000000000000
773,774,-90.900000000000006,-0.950000000000000,0.000000000000000
774,775,-90.980000000000004,-0.880000000000000,0.000000000000000
777,778,-91.030000000000001,0.040000000000000,0.000000000000000
779,780,-91.530000000000001,-0.390000000000000,0.000000000000000
780,781,-91.060000000000002,-0.450000000000000,0.000000000000000
782,783,-91.129999999999995,-0.840000000000000,0.000000000000000
784,785,-91.450000000000003,-0.370000000000000,0.000000000000000
785,786,-91.140000000000001,-0.970000000000000,0.000000000000000
786,787,-91.560000000000002,-0.100000000000000,0.000000000000000
789,790,-91.409999999999997,-0.340000000000000,0.000000000000000
792,793,-91.329999999999998,-0.730000000000000,0.000000000000000
794,795,-91.120000000000005,-0.890000000000000,0.000000000000000
796,797,-91.120000000000005,-0.420000000000000,0.000000000000000
797,798,-91.519999999999996,-0.110000000000000,0.000000000000000
799,800,-91.250000000000000,-0.640000000000000,0.000000000000000
803,804,-91.530000000000001,-0.250000000000000,0.000000000000000
806,807,-91.250000000000000,-0.560000000000000,0.000000000000000
807,808,-91.549999999999997,-0.580000000000000,0.000000000000000
810,811,-91.420000000000002,-0.340000000000000,0.000000000000000
813,814,-90.950000000000003,-0.960000000000000,0.000000000000000
815,816,-91.120000000000005,-0.810000000000000,0.000000000000000
816,817,-91.480000000000004,-0.400000000000000,0.000000000000000
817,818,-91.140000000000001,-0.930000000000000,0.000000000000000
818,819,-91.420000000000002,-0.460000000000000,0.000000000000000
823,824,-91.519999999999996,-0.030000000000000,0.000000000000000
825,826,-91.400000000000006,-0.170000000000000,0.000000000000000
826,827,-91.219999999999999,-0.910000000000000,0.000000000000000
829,830,-91.469999999999999,-0.290000000000000,0.000000000000000
830,831,-91.049999999999997,-0.620000000000000,0.000000000000000
832,833,-91.519999999999996,-0.370000000000000,0.000000000000000
834,835,-91.099999999999994,-0.420000000000000,0.000000000000000
835,836,-91.379999999999995,-0.280000000000000,0.000000000000000
836,837,-91.090000000000003,-0.320000000000000,0.000000000000000
838,839,-91.450000000000003,-0.290000000000000,0.000000000000000
840,841,-91.480000000000004,-0.430000000000000,0.000000000000000
841,842,-90.829999999999998,-0.860000000000000,0.000000000000000
842,843,-90.959999999999994,-0.180000000000000,0.000000000000000
844,845,-91.459999999999994,-0.120000000000000,0.000000000000000
845,846,-91.189999999999998,-0.900000000000000,0.000000000000000
846,847,-91.390000000000001,-0.470000000000000,0.000000000000000
847,848,-91.409999999999997,-0.300000000000000,0.000000000000000
850,851,-91.390000000000001,-0.360000000000000,0.000000000000000
851,852,-91.510000000000005,-0.290000000000000,0.000000000000000
852,853,-91.450000000000003,-0.250000000000000,0.000000000000000
853,854,-91.000000000000000,-0.500000000000000,0.000000000000000
854,855,-91.780000000000001,-1.030000000000000,0.000000000000000
855,856,-91.099999999999994,-0.500000000000000,0.000000000000000
856,857,-91.159999999999997,-0.860000000000000,0.000000000000000
859,860,-91.500000000000000,0.420000000000000,0.000000000000000
863,864,-91.140000000000001,-0.430000000000000,0.000000000000000
864,865,-91.260000000000005,-0.450000000000000,0.000000000000000
866,867,-91.159999999999997,-0.400000000000000,0.000000000000000
867,868,-91.530000000000001,-0.380000000000000,0.000000000000000
