FID,Field1,lon,lat,Island
162,163,-90.819999999999993,-0.850000000000000,0.000000000000000
163,164,-90.989999999999995,-0.980000000000000,0.000000000000000
164,165,-91.189999999999998,-1.120000000000000,0.000000000000000
166,167,-91.269999999999996,-0.620000000000000,0.000000000000000
170,171,-91.379999999999995,-0.450000000000000,0.000000000000000
171,172,-90.829999999999998,-0.870000000000000,0.000000000000000
172,173,-90.890000000000001,-0.870000000000000,0.000000000000000
173,174,-90.989999999999995,-0.990000000000000,0.000000000000000
175,176,-91.590000000000003,-0.040000000000000,0.000000000000000
177,178,-91.469999999999999,-0.830000000000000,0.000000000000000
181,182,-90.969999999999999,-0.950000000000000,0.000000000000000
182,183,-91.340000000000003,-0.160000000000000,0.000000000000000
183,184,-91.569999999999993,-0.030000000000000,0.000000000000000
184,185,-91.390000000000001,-0.210000000000000,0.000000000000000
185,186,-91.370000000000005,0.150000000000000,0.000000000000000
186,187,-91.599999999999994,-0.040000000000000,0.000000000000000
187,188,-91.280000000000001,0.010000000000000,0.000000000000000
188,189,-91.030000000000001,-0.500000000000000,0.000000000000000
189,190,-91.370000000000005,-0.600000000000000,0.000000000000000
190,191,-91.379999999999995,-0.380000000000000,0.000000000000000
191,192,-90.870000000000005,-1.010000000000000,0.000000000000000
192,193,-91.090000000000003,-0.600000000000000,0.000000000000000
194,195,-91.159999999999997,-1.040000000000000,0.000000000000000
195,196,-91.409999999999997,-0.760000000000000,0.000000000000000
196,197,-91.290000000000006,-0.560000000000000,0.000000000000000
197,198,-91.079999999999998,-0.810000000000000,0.000000000000000
198,199,-91.069999999999993,-0.880000000000000,0.000000000000000
199,200,-91.090000000000003,-0.850000000000000,0.000000000000000
200,201,-91.010000000000005,-0.950000000000000,0.000000000000000
201,202,-91.010000000000005,-0.860000000000000,0.000000000000000
202,203,-91.030000000000001,-0.860000000000000,0.000000000000000
203,204,-91.109999999999999,-0.960000000000000,0.000000000000000
204,205,-91.170000000000002,-0.930000000000000,0.000000000000000
205,206,-91.170000000000002,-0.880000000000000,0.000000000000000
206,207,-91.150000000000006,-0.850000000000000,0.000000000000000
207,208,-91.409999999999997,-0.770000000000000,0.000000000000000
211,212,-91.209999999999994,-0.250000000000000,0.000000000000000
213,214,-91.459999999999994,-0.210000000000000,0.000000000000000
214,215,-91.049999999999997,-0.920000000000000,0.000000000000000
216,217,-91.000000000000000,-0.920000000000000,0.000000000000000
218,219,-91.090000000000003,-0.810000000000000,0.000000000000000
220,221,-91.500000000000000,-0.380000000000000,0.000000000000000
222,223,-90.900000000000006,-0.810000000000000,0.000000000000000
223,224,-91.560000000000002,-0.190000000000000,0.000000000000000
226,227,-91.379999999999995,-0.260000000000000,0.000000000000000
231,232,-91.159999999999997,-0.480000000000000,0.000000000000000
235,236,-91.209999999999994,-0.670000000000000,0.000000000000000
238,239,-90.989999999999995,-0.960000000000000,0.000000000000000
240,241,-91.250000000000000,-0.750000000000000,0.000000000000000
241,242,-90.859999999999999,-0.970000000000000,0.000000000000000
242,243,-90.890000000000001,-0.980000000000000,0.000000000000000
243,244,-91.090000000000003,-0.640000000000000,0.000000000000000
247,248,-90.859999999999999,-0.980000000000000,0.000000000000000
249,250,-91.189999999999998,-1.170000000000000,0.000000000000000
250,251,-91.430000000000007,-0.060000000000000,0.000000000000000
251,252,-91.340000000000003,0.160000000000000,0.000000000000000
256,257,-91.120000000000005,-0.480000000000000,0.000000000000000
257,258,-91.120000000000005,-0.570000000000000,0.000000000000000
258,259,-91.109999999999999,-0.450000000000000,0.000000000000000
259,260,-91.109999999999999,-0.540000000000000,0.000000000000000
260,261,-91.079999999999998,-0.680000000000000,0.000000000000000
261,262,-91.480000000000004,-0.160000000000000,0.000000000000000
262,263,-91.519999999999996,-0.040000000000000,0.000000000000000
263,264,-91.519999999999996,-0.020000000000000,0.000000000000000
264,265,-91.069999999999993,-0.570000000000000,0.000000000000000
265,266,-91.290000000000006,-0.210000000000000,0.000000000000000
266,267,-91.239999999999995,-1.070000000000000,0.000000000000000
267,268,-91.379999999999995,-1.200000000000000,0.000000000000000
268,269,-90.950000000000003,-0.840000000000000,0.000000000000000
269,270,-90.840000000000003,-0.870000000000000,0.000000000000000
274,275,-90.879999999999995,-0.910000000000000,0.000000000000000
275,276,-90.780000000000001,-0.850000000000000,0.000000000000000
277,278,-91.230000000000004,-0.400000000000000,0.000000000000000
278,279,-91.250000000000000,-0.420000000000000,0.000000000000000
282,283,-91.090000000000003,-0.590000000000000,0.000000000000000
284,285,-90.980000000000004,-0.840000000000000,0.000000000000000
285,286,-91.459999999999994,-0.980000000000000,0.000000000000000
286,287,-91.060000000000002,-0.400000000000000,0.000000000000000
289,290,-91.450000000000003,-0.270000000000000,0.000000000000000
290,291,-91.409999999999997,-0.110000000000000,0.000000000000000
291,292,-91.150000000000006,-1.050000000000000,0.000000000000000
292,293,-91.480000000000004,-0.140000000000000,0.000000000000000
294,295,-91.040000000000006,-0.350000000000000,0.000000000000000
297,298,-91.099999999999994,-0.850000000000000,0.000000000000000
298,299,-91.079999999999998,-1.110000000000000,0.000000000000000
299,300,-90.920000000000002,-0.880000000000000,0.000000000000000
300,301,-91.519999999999996,-0.260000000000000,0.000000000000000
301,302,-91.209999999999994,-0.290000000000000,0.000000000000000
302,303,-91.170000000000002,-0.520000000000000,0.000000000000000
304,305,-90.859999999999999,-0.830000000000000,0.000000000000000
305,306,-90.819999999999993,-0.950000000000000,0.000000000000000
306,307,-90.840000000000003,-0.930000000000000,0.000000000000000
307,308,-90.870000000000005,-0.950000000000000,0.000000000000000
308,309,-90.989999999999995,-0.830000000000000,0.000000000000000
309,310,-90.810000000000002,-0.870000000000000,0.000000000000000
310,311,-90.920000000000002,-0.820000000000000,0.000000000000000
311,312,-90.799999999999997,-0.960000000000000,0.000000000000000
312,313,-90.980000000000004,-0.950000000000000,0.000000000000000
313,314,-90.810000000000002,-0.980000000000000,0.000000000000000
314,315,-90.939999999999998,-0.810000000000000,0.000000000000000
315,316,-90.900000000000006,-0.850000000000000,0.000000000000000
316,317,-90.840000000000003,-0.860000000000000,0.000000000000000
317,318,-90.980000000000004,-0.800000000000000,0.000000000000000
318,319,-90.959999999999994,-0.880000000000000,0.000000000000000
319,320,-90.969999999999999,-0.850000000000000,0.000000000000000
320,321,-91.590000000000003,-0.020000000000000,0.000000000000000
321,322,-91.090000000000003,-1.040000000000000,0.000000000000000
322,323,-91.439999999999998,-0.270000000000000,0.000000000000000
324,325,-90.969999999999999,-0.930000000000000,0.000000000000000
325,326,-91.030000000000001,-0.550000000000000,0.000000000000000
326,327,-90.930000000000007,-0.900000000000000,0.000000000000000
327,328,-90.950000000000003,-0.970000000000000,0.000000000000000
328,329,-91.450000000000003,-0.100000000000000,0.000000000000000
329,330,-91.030000000000001,-0.890000000000000,0.000000000000000
330,331,-90.989999999999995,-0.970000000000000,0.000000000000000
331,332,-90.969999999999999,-0.970000000000000,0.000000000000000
332,333,-91.409999999999997,-0.290000000000000,0.000000000000000
333,334,-91.469999999999999,-0.010000000000000,0.000000000000000
334,335,-91.069999999999993,-0.610000000000000,0.000000000000000
335,336,-91.379999999999995,-0.210000000000000,0.000000000000000
336,337,-91.329999999999998,-0.710000000000000,0.000000000000000
337,338,-91.370000000000005,-0.270000000000000,0.000000000000000
338,339,-91.280000000000001,-0.300000000000000,0.000000000000000
339,340,-91.069999999999993,-0.600000000000000,0.000000000000000
340,341,-91.069999999999993,-0.840000000000000,0.000000000000000
342,343,-90.879999999999995,-0.840000000000000,0.000000000000000
343,344,-90.950000000000003,-0.940000000000000,0.000000000000000
344,345,-90.799999999999997,-0.970000000000000,0.000000000000000
345,346,-90.890000000000001,-0.960000000000000,0.000000000000000
346,347,-90.989999999999995,-0.930000000000000,0.000000000000000
348,349,-91.590000000000003,-0.210000000000000,0.000000000000000
349,350,-91.000000000000000,-0.860000000000000,0.000000000000000
350,351,-90.799999999999997,-0.910000000000000,0.000000000000000
351,352,-91.180000000000007,-0.660000000000000,0.000000000000000
352,353,-91.260000000000005,-0.690000000000000,0.000000000000000
353,354,-91.450000000000003,-0.800000000000000,0.000000000000000
359,360,-91.159999999999997,-0.900000000000000,0.000000000000000
361,362,-91.030000000000001,-0.800000000000000,0.000000000000000
362,363,-90.840000000000003,-0.920000000000000,0.000000000000000
363,364,-91.390000000000001,-0.460000000000000,0.000000000000000
364,365,-90.930000000000007,-0.890000000000000,0.000000000000000
366,367,-91.359999999999999,-0.520000000000000,0.000000000000000
367,368,-90.909999999999997,-0.890000000000000,0.000000000000000
369,370,-91.450000000000003,-0.980000000000000,0.000000000000000
370,371,-91.230000000000004,-0.700000000000000,0.000000000000000
371,372,-91.159999999999997,-0.420000000000000,0.000000000000000
372,373,-91.129999999999995,-0.590000000000000,0.000000000000000
373,374,-91.150000000000006,-0.410000000000000,0.000000000000000
374,375,-91.299999999999997,-0.350000000000000,0.000000000000000
375,376,-91.310000000000002,-0.370000000000000,0.000000000000000
376,377,-91.219999999999999,-0.250000000000000,0.000000000000000
377,378,-91.200000000000003,-0.230000000000000,0.000000000000000
378,379,-91.450000000000003,-0.360000000000000,0.000000000000000
381,382,-91.349999999999994,-0.270000000000000,0.000000000000000
382,383,-91.269999999999996,-0.260000000000000,0.000000000000000
384,385,-91.090000000000003,-0.800000000000000,0.000000000000000
385,386,-91.230000000000004,-1.120000000000000,0.000000000000000
387,388,-91.439999999999998,-1.000000000000000,0.000000000000000
390,391,-91.519999999999996,-0.130000000000000,0.000000000000000
393,394,-91.069999999999993,-0.810000000000000,0.000000000000000
395,396,-91.040000000000006,-0.480000000000000,0.000000000000000
396,397,-91.569999999999993,-0.050000000000000,0.000000000000000
398,399,-90.799999999999997,-0.810000000000000,0.000000000000000
399,400,-90.900000000000006,-0.930000000000000,0.000000000000000
400,401,-90.959999999999994,-0.890000000000000,0.000000000000000
401,402,-90.930000000000007,-0.850000000000000,0.000000000000000
402,403,-90.879999999999995,-0.920000000000000,0.000000000000000
403,404,-90.879999999999995,-0.940000000000000,0.000000000000000
404,405,-90.969999999999999,-0.980000000000000,0.000000000000000
405,406,-90.819999999999993,-0.890000000000000,0.000000000000000
406,407,-91.049999999999997,-1.160000000000000,0.000000000000000
407,408,-91.159999999999997,-1.130000000000000,0.000000000000000
408,409,-90.810000000000002,-0.880000000000000,0.000000000000000
409,410,-90.870000000000005,-0.970000000000000,0.000000000000000
410,411,-91.379999999999995,-0.310000000000000,0.000000000000000
411,412,-91.230000000000004,-0.650000000000000,0.000000000000000
415,416,-90.859999999999999,-0.960000000000000,0.000000000000000
416,417,-91.219999999999999,-0.750000000000000,0.000000000000000
418,419,-91.200000000000003,-0.840000000000000,0.000000000000000
419,420,-91.120000000000005,-0.970000000000000,0.000000000000000
420,421,-91.120000000000005,-0.880000000000000,0.000000000000000
421,422,-91.250000000000000,-0.650000000000000,0.000000000000000
422,423,-90.849999999999994,-0.850000000000000,0.000000000000000
424,425,-91.359999999999999,-0.290000000000000,0.000000000000000
426,427,-90.909999999999997,-0.880000000000000,0.000000000000000
427,428,-91.019999999999996,-0.860000000000000,0.000000000000000
428,429,-91.219999999999999,-0.390000000000000,0.000000000000000
429,430,-91.269999999999996,-0.680000000000000,0.000000000000000
430,431,-91.459999999999994,-0.240000000000000,0.000000000000000
432,433,-91.079999999999998,-1.010000000000000,0.000000000000000
434,435,-90.959999999999994,-0.930000000000000,0.000000000000000
435,436,-91.439999999999998,-0.280000000000000,0.000000000000000
436,437,-91.090000000000003,-0.580000000000000,0.000000000000000
437,438,-90.989999999999995,-1.010000000000000,0.000000000000000
438,439,-90.859999999999999,-0.850000000000000,0.000000000000000
439,440,-90.799999999999997,-0.990000000000000,0.000000000000000
440,441,-91.379999999999995,-0.390000000000000,0.000000000000000
441,442,-90.969999999999999,-0.830000000000000,0.000000000000000
442,443,-90.870000000000005,-0.840000000000000,0.000000000000000
450,451,-90.849999999999994,-0.880000000000000,0.000000000000000
459,460,-91.379999999999995,-0.250000000000000,0.000000000000000
460,461,-91.150000000000006,-0.440000000000000,0.000000000000000
461,462,-91.129999999999995,-0.830000000000000,0.000000000000000
462,463,-91.390000000000001,-0.260000000000000,0.000000000000000
463,464,-91.390000000000001,-0.330000000000000,0.000000000000000
465,466,-91.010000000000005,-0.960000000000000,0.000000000000000
466,467,-91.209999999999994,-0.780000000000000,0.000000000000000
467,468,-91.390000000000001,-0.250000000000000,0.000000000000000
468,469,-90.909999999999997,-0.980000000000000,0.000000000000000
472,473,-91.329999999999998,-1.020000000000000,0.000000000000000
473,474,-91.079999999999998,-1.040000000000000,0.000000000000000
474,475,-90.890000000000001,-0.920000000000000,0.000000000000000
475,476,-90.939999999999998,-0.850000000000000,0.000000000000000
476,477,-90.959999999999994,-0.920000000000000,0.000000000000000
477,478,-90.849999999999994,-0.920000000000000,0.000000000000000
478,479,-91.000000000000000,-0.960000000000000,0.000000000000000
481,482,-91.530000000000001,-0.150000000000000,0.000000000000000
485,486,-90.849999999999994,-0.960000000000000,0.000000000000000
486,487,-90.810000000000002,-0.890000000000000,0.000000000000000
487,488,-90.849999999999994,-0.940000000000000,0.000000000000000
488,489,-90.989999999999995,-0.520000000000000,0.000000000000000
489,490,-90.930000000000007,-0.840000000000000,0.000000000000000
491,492,-91.250000000000000,-1.070000000000000,0.000000000000000
492,493,-90.810000000000002,-0.850000000000000,0.000000000000000
493,494,-91.060000000000002,-1.010000000000000,0.000000000000000
495,496,-91.439999999999998,-0.140000000000000,0.000000000000000
497,498,-90.859999999999999,-0.780000000000000,0.000000000000000
498,499,-91.200000000000003,-0.430000000000000,0.000000000000000
500,501,-91.239999999999995,-1.030000000000000,0.000000000000000
503,504,-91.379999999999995,-0.270000000000000,0.000000000000000
504,505,-90.930000000000007,-0.960000000000000,0.000000000000000
505,506,-91.040000000000006,-0.540000000000000,0.000000000000000
506,507,-91.299999999999997,-0.160000000000000,0.000000000000000
507,508,-90.840000000000003,-0.970000000000000,0.000000000000000
508,509,-91.290000000000006,-0.320000000000000,0.000000000000000
511,512,-91.299999999999997,-0.270000000000000,0.000000000000000
512,513,-91.280000000000001,-0.360000000000000,0.000000000000000
513,514,-90.799999999999997,-0.930000000000000,0.000000000000000
514,515,-91.049999999999997,-0.830000000000000,0.000000000000000
515,516,-90.780000000000001,-0.550000000000000,0.000000000000000
516,517,-91.060000000000002,-1.130000000000000,0.000000000000000
520,521,-91.129999999999995,-0.880000000000000,0.000000000000000
522,523,-91.010000000000005,-0.870000000000000,0.000000000000000
523,524,-91.099999999999994,-0.450000000000000,0.000000000000000
524,525,-91.430000000000007,-0.230000000000000,0.000000000000000
527,528,-91.099999999999994,-0.790000000000000,0.000000000000000
528,529,-91.510000000000005,-0.040000000000000,0.000000000000000
530,531,-91.019999999999996,-0.900000000000000,0.000000000000000
534,535,-90.829999999999998,-0.950000000000000,0.000000000000000
535,536,-90.980000000000004,-0.870000000000000,0.000000000000000
536,537,-90.969999999999999,-0.990000000000000,0.000000000000000
537,538,-90.980000000000004,-0.980000000000000,0.000000000000000
538,539,-90.819999999999993,-0.910000000000000,0.000000000000000
539,540,-90.959999999999994,-0.840000000000000,0.000000000000000
540,541,-90.799999999999997,-0.900000000000000,0.000000000000000
542,543,-91.189999999999998,-1.030000000000000,0.000000000000000
549,550,-91.030000000000001,-0.950000000000000,0.000000000000000
550,551,-91.400000000000006,-0.430000000000000,0.000000000000000
553,554,-91.000000000000000,-0.880000000000000,0.000000000000000
554,555,-91.079999999999998,-0.590000000000000,0.000000000000000
555,556,-90.849999999999994,-0.830000000000000,0.000000000000000
557,558,-90.870000000000005,-0.960000000000000,0.000000000000000
558,559,-91.519999999999996,-0.190000000000000,0.000000000000000
559,560,-91.480000000000004,-0.370000000000000,0.000000000000000
560,561,-91.109999999999999,-0.610000000000000,0.000000000000000
561,562,-90.780000000000001,-1.140000000000000,0.000000000000000
562,563,-91.060000000000002,-0.470000000000000,0.000000000000000
563,564,-90.909999999999997,-0.940000000000000,0.000000000000000
564,565,-90.909999999999997,-0.920000000000000,0.000000000000000
565,566,-90.959999999999994,-0.980000000000000,0.000000000000000
566,567,-90.890000000000001,-0.840000000000000,0.000000000000000
568,569,-91.390000000000001,-0.240000000000000,0.000000000000000
569,570,-91.340000000000003,0.190000000000000,0.000000000000000
570,571,-90.969999999999999,-0.870000000000000,0.000000000000000
571,572,-91.299999999999997,-0.980000000000000,0.000000000000000
572,573,-91.340000000000003,-0.220000000000000,0.000000000000000
573,574,-91.109999999999999,-0.800000000000000,0.000000000000000
574,575,-91.450000000000003,-0.180000000000000,0.000000000000000
575,576,-91.519999999999996,-0.160000000000000,0.000000000000000
576,577,-91.370000000000005,-0.470000000000000,0.000000000000000
577,578,-91.280000000000001,-0.280000000000000,0.000000000000000
578,579,-91.269999999999996,-0.400000000000000,0.000000000000000
579,580,-91.209999999999994,-0.530000000000000,0.000000000000000
581,582,-91.170000000000002,-1.060000000000000,0.000000000000000
582,583,-91.250000000000000,-0.410000000000000,0.000000000000000
583,584,-91.189999999999998,-0.760000000000000,0.000000000000000
585,586,-90.980000000000004,-1.130000000000000,0.000000000000000
588,589,-90.930000000000007,-0.810000000000000,0.000000000000000
590,591,-91.439999999999998,-0.990000000000000,0.000000000000000
592,593,-91.469999999999999,-0.780000000000000,0.000000000000000
593,594,-91.200000000000003,-0.790000000000000,0.000000000000000
595,596,-91.560000000000002,-0.160000000000000,0.000000000000000
597,598,-90.950000000000003,-0.810000000000000,0.000000000000000
598,599,-91.579999999999998,-0.030000000000000,0.000000000000000
601,602,-91.379999999999995,-0.200000000000000,0.000000000000000
602,603,-91.549999999999997,-0.260000000000000,0.000000000000000
603,604,-91.400000000000006,-0.220000000000000,0.000000000000000
604,605,-91.650000000000006,-0.300000000000000,0.000000000000000
605,606,-91.420000000000002,0.190000000000000,0.000000000000000
606,607,-91.599999999999994,-0.510000000000000,0.000000000000000
607,608,-90.969999999999999,-0.890000000000000,0.000000000000000
608,609,-91.359999999999999,0.160000000000000,0.000000000000000
611,612,-91.260000000000005,-0.360000000000000,0.000000000000000
612,613,-91.099999999999994,-0.610000000000000,0.000000000000000
614,615,-91.079999999999998,-0.500000000000000,0.000000000000000
615,616,-90.870000000000005,-0.900000000000000,0.000000000000000
616,617,-91.480000000000004,-0.410000000000000,0.000000000000000
617,618,-91.129999999999995,-0.810000000000000,0.000000000000000
618,619,-91.340000000000003,-0.710000000000000,0.000000000000000
630,631,-90.780000000000001,-0.450000000000000,0.000000000000000
633,634,-91.459999999999994,-0.500000000000000,0.000000000000000
636,637,-91.030000000000001,-0.910000000000000,0.000000000000000
639,640,-90.900000000000006,-0.820000000000000,0.000000000000000
642,643,-90.840000000000003,-1.200000000000000,0.000000000000000
644,645,-91.010000000000005,-0.880000000000000,0.000000000000000
646,647,-91.010000000000005,-0.750000000000000,0.000000000000000
647,648,-90.810000000000002,-0.950000000000000,0.000000000000000
648,649,-90.989999999999995,-0.940000000000000,0.000000000000000
650,651,-90.859999999999999,-0.890000000000000,0.000000000000000
651,652,-91.329999999999998,-0.690000000000000,0.000000000000000
652,653,-91.239999999999995,-0.410000000000000,0.000000000000000
655,656,-91.010000000000005,-0.930000000000000,0.000000000000000
656,657,-91.450000000000003,-0.330000000000000,0.000000000000000
659,660,-91.239999999999995,-0.350000000000000,0.000000000000000
660,661,-91.290000000000006,-0.240000000000000,0.000000000000000
661,662,-90.810000000000002,-0.960000000000000,0.000000000000000
662,663,-90.920000000000002,-0.940000000000000,0.000000000000000
663,664,-91.000000000000000,-0.950000000000000,0.000000000000000
664,665,-91.170000000000002,-0.430000000000000,0.000000000000000
665,666,-91.370000000000005,-0.230000000000000,0.000000000000000
666,667,-90.840000000000003,-0.840000000000000,0.000000000000000
667,668,-91.430000000000007,-0.170000000000000,0.000000000000000
668,669,-90.829999999999998,-0.800000000000000,0.000000000000000
669,670,-90.950000000000003,-1.000000000000000,0.000000000000000
670,671,-91.349999999999994,-1.090000000000000,0.000000000000000
672,673,-91.329999999999998,-1.040000000000000,0.000000000000000
674,675,-91.530000000000001,-0.780000000000000,0.000000000000000
676,677,-91.430000000000007,-0.280000000000000,0.000000000000000
679,680,-91.129999999999995,-0.940000000000000,0.000000000000000
682,683,-91.099999999999994,-0.690000000000000,0.000000000000000
685,686,-91.590000000000003,-0.110000000000000,0.000000000000000
687,688,-90.950000000000003,-0.850000000000000,0.000000000000000
688,689,-91.030000000000001,-0.990000000000000,0.000000000000000
689,690,-90.849999999999994,-0.990000000000000,0.000000000000000
690,691,-91.400000000000006,-0.300000000000000,0.000000000000000
691,692,-91.560000000000002,-0.340000000000000,0.000000000000000
692,693,-91.599999999999994,-0.210000000000000,0.000000000000000
693,694,-91.540000000000006,-0.210000000000000,0.000000000000000
694,695,-91.420000000000002,-0.270000000000000,0.000000000000000
695,696,-91.569999999999993,-0.320000000000000,0.000000000000000
696,697,-91.090000000000003,-1.010000000000000,0.000000000000000
699,700,-91.010000000000005,-0.970000000000000,0.000000000000000
