FID,Field1,longitude,latitude
134,84,-91.260000000000005,-0.250000000000000
135,91,-91.269999999999996,-0.250000000000000
136,460,-91.379999999999995,-0.250000000000000
137,468,-91.390000000000001,-0.250000000000000
138,853,-91.450000000000003,-0.250000000000000
139,804,-91.530000000000001,-0.250000000000000
140,794,-89.780000000000001,-0.260000000000000
141,231,-90.489999999999995,-0.260000000000000
142,621,-90.510000000000005,-0.260000000000000
143,803,-90.519999999999996,-0.260000000000000
144,194,-90.709999999999994,-0.260000000000000
145,281,-90.719999999999999,-0.260000000000000
146,383,-91.269999999999996,-0.260000000000000
147,119,-91.370000000000005,-0.260000000000000
148,227,-91.379999999999995,-0.260000000000000
149,463,-91.390000000000001,-0.260000000000000
150,139,-91.450000000000003,-0.260000000000000
151,301,-91.519999999999996,-0.260000000000000
152,603,-91.549999999999997,-0.260000000000000
153,89,-90.420000000000002,-0.270000000000000
154,9,-90.459999999999994,-0.270000000000000
155,304,-90.480000000000004,-0.270000000000000
156,82,-90.489999999999995,-0.270000000000000
157,733,-90.500000000000000,-0.270000000000000
158,639,-90.530000000000001,-0.270000000000000
159,457,-90.540000000000006,-0.270000000000000
160,802,-90.549999999999997,-0.270000000000000
161,520,-90.579999999999998,-0.270000000000000
162,646,-90.650000000000006,-0.270000000000000
163,512,-91.299999999999997,-0.270000000000000
164,382,-91.349999999999994,-0.270000000000000
165,338,-91.370000000000005,-0.270000000000000
166,504,-91.379999999999995,-0.270000000000000
167,747,-91.400000000000006,-0.270000000000000
168,695,-91.420000000000002,-0.270000000000000
169,703,-91.430000000000007,-0.270000000000000
170,323,-91.439999999999998,-0.270000000000000
171,290,-91.450000000000003,-0.270000000000000
172,65,-90.219999999999999,-0.280000000000000
173,729,-90.420000000000002,-0.280000000000000
174,815,-90.469999999999999,-0.280000000000000
175,710,-90.510000000000005,-0.280000000000000
176,738,-90.540000000000006,-0.280000000000000
177,126,-90.549999999999997,-0.280000000000000
178,255,-90.560000000000002,-0.280000000000000
179,177,-90.569999999999993,-0.280000000000000
180,56,-90.590000000000003,-0.280000000000000
181,716,-90.870000000000005,-0.280000000000000
182,578,-91.280000000000001,-0.280000000000000
183,836,-91.379999999999995,-0.280000000000000
184,677,-91.430000000000007,-0.280000000000000
185,436,-91.439999999999998,-0.280000000000000
186,748,-90.409999999999997,-0.290000000000000
187,734,-90.439999999999998,-0.290000000000000
188,392,-90.450000000000003,-0.290000000000000
189,66,-90.480000000000004,-0.290000000000000
190,32,-90.489999999999995,-0.290000000000000
191,36,-90.519999999999996,-0.290000000000000
192,519,-90.540000000000006,-0.290000000000000
193,256,-90.549999999999997,-0.290000000000000
194,218,-90.560000000000002,-0.290000000000000
195,121,-90.569999999999993,-0.290000000000000
196,620,-90.579999999999998,-0.290000000000000
197,381,-90.609999999999999,-0.290000000000000
198,533,-90.840000000000003,-0.290000000000000
199,714,-90.900000000000006,-0.290000000000000
200,302,-91.209999999999994,-0.290000000000000
201,425,-91.359999999999999,-0.290000000000000
202,717,-91.370000000000005,-0.290000000000000
203,333,-91.409999999999997,-0.290000000000000
204,839,-91.450000000000003,-0.290000000000000
205,830,-91.469999999999999,-0.290000000000000
206,852,-91.510000000000005,-0.290000000000000
207,213,-90.430000000000007,-0.300000000000000
208,727,-90.480000000000004,-0.300000000000000
209,105,-90.510000000000005,-0.300000000000000
210,749,-90.599999999999994,-0.300000000000000
211,380,-90.739999999999995,-0.300000000000000
212,730,-90.780000000000001,-0.300000000000000
213,282,-90.829999999999998,-0.300000000000000
214,339,-91.280000000000001,-0.300000000000000
215,691,-91.400000000000006,-0.300000000000000
216,848,-91.409999999999997,-0.300000000000000
217,605,-91.650000000000006,-0.300000000000000
218,274,-90.430000000000007,-0.310000000000000
219,452,-90.530000000000001,-0.310000000000000
220,823,-90.560000000000002,-0.310000000000000
221,715,-90.840000000000003,-0.310000000000000
222,411,-91.379999999999995,-0.310000000000000
223,41,-90.430000000000007,-0.320000000000000
224,743,-90.450000000000003,-0.320000000000000
225,29,-90.549999999999997,-0.320000000000000
226,568,-90.579999999999998,-0.320000000000000
227,432,-90.680000000000007,-0.320000000000000
228,548,-90.829999999999998,-0.320000000000000
229,837,-91.090000000000003,-0.320000000000000
230,509,-91.290000000000006,-0.320000000000000
231,696,-91.569999999999993,-0.320000000000000
232,735,-90.400000000000006,-0.330000000000000
233,49,-90.409999999999997,-0.330000000000000
234,765,-90.420000000000002,-0.330000000000000
235,93,-90.439999999999998,-0.330000000000000
236,705,-90.450000000000003,-0.330000000000000
237,53,-90.480000000000004,-0.330000000000000
238,8,-90.560000000000002,-0.330000000000000
239,782,-90.579999999999998,-0.330000000000000
240,175,-90.790000000000006,-0.330000000000000
241,676,-90.909999999999997,-0.330000000000000
242,88,-91.219999999999999,-0.330000000000000
243,464,-91.390000000000001,-0.330000000000000
244,657,-91.450000000000003,-0.330000000000000
245,849,-90.379999999999995,-0.340000000000000
246,86,-91.319999999999993,-0.340000000000000
247,790,-91.409999999999997,-0.340000000000000
248,811,-91.420000000000002,-0.340000000000000
249,692,-91.560000000000002,-0.340000000000000
250,766,-90.409999999999997,-0.350000000000000
251,459,-90.430000000000007,-0.350000000000000
252,638,-90.459999999999994,-0.350000000000000
253,453,-90.469999999999999,-0.350000000000000
254,179,-90.489999999999995,-0.350000000000000
255,542,-90.519999999999996,-0.350000000000000
256,758,-90.530000000000001,-0.350000000000000
257,289,-90.569999999999993,-0.350000000000000
258,295,-91.040000000000006,-0.350000000000000
259,660,-91.239999999999995,-0.350000000000000
260,375,-91.299999999999997,-0.350000000000000
261,708,-90.480000000000004,-0.360000000000000
262,630,-90.519999999999996,-0.360000000000000
263,684,-90.530000000000001,-0.360000000000000
264,458,-90.569999999999993,-0.360000000000000
265,612,-91.260000000000005,-0.360000000000000
266,513,-91.280000000000001,-0.360000000000000
267,851,-91.390000000000001,-0.360000000000000
268,379,-91.450000000000003,-0.360000000000000
269,761,-91.519999999999996,-0.360000000000000
270,611,-90.430000000000007,-0.370000000000000
271,755,-90.439999999999998,-0.370000000000000
272,42,-90.489999999999995,-0.370000000000000
273,181,-90.540000000000006,-0.370000000000000
274,122,-90.579999999999998,-0.370000000000000
275,147,-90.590000000000003,-0.370000000000000
276,123,-91.290000000000006,-0.370000000000000
277,376,-91.310000000000002,-0.370000000000000
278,785,-91.450000000000003,-0.370000000000000
279,560,-91.480000000000004,-0.370000000000000
280,833,-91.519999999999996,-0.370000000000000
281,168,-90.319999999999993,-0.380000000000000
282,69,-90.420000000000002,-0.380000000000000
283,678,-90.430000000000007,-0.380000000000000
284,454,-90.439999999999998,-0.380000000000000
285,358,-90.469999999999999,-0.380000000000000
286,233,-90.560000000000002,-0.380000000000000
287,773,-90.569999999999993,-0.380000000000000
288,34,-91.010000000000005,-0.380000000000000
289,191,-91.379999999999995,-0.380000000000000
290,221,-91.500000000000000,-0.380000000000000
291,868,-91.530000000000001,-0.380000000000000
292,272,-90.290000000000006,-0.390000000000000
293,547,-90.420000000000002,-0.390000000000000
294,532,-90.430000000000007,-0.390000000000000
295,359,-90.439999999999998,-0.390000000000000
296,650,-90.450000000000003,-0.390000000000000
297,395,-90.530000000000001,-0.390000000000000
298,355,-90.540000000000006,-0.390000000000000
299,455,-90.549999999999997,-0.390000000000000
300,2,-90.560000000000002,-0.390000000000000
301,37,-90.569999999999993,-0.390000000000000
302,642,-90.579999999999998,-0.390000000000000
303,429,-91.219999999999999,-0.390000000000000
304,146,-91.230000000000004,-0.390000000000000
305,92,-91.260000000000005,-0.390000000000000
306,441,-91.379999999999995,-0.390000000000000
307,769,-91.519999999999996,-0.390000000000000
308,780,-91.530000000000001,-0.390000000000000
309,229,-90.290000000000006,-0.400000000000000
310,245,-90.409999999999997,-0.400000000000000
311,234,-90.439999999999998,-0.400000000000000
312,238,-90.640000000000001,-0.400000000000000
313,210,-90.709999999999994,-0.400000000000000
314,5,-90.790000000000006,-0.400000000000000
315,287,-91.060000000000002,-0.400000000000000
316,867,-91.159999999999997,-0.400000000000000
317,278,-91.230000000000004,-0.400000000000000
318,118,-91.239999999999995,-0.400000000000000
319,579,-91.269999999999996,-0.400000000000000
320,817,-91.480000000000004,-0.400000000000000
321,418,-90.280000000000001,-0.410000000000000
322,776,-90.519999999999996,-0.410000000000000
323,679,-90.700000000000003,-0.410000000000000
324,585,-90.709999999999994,-0.410000000000000
325,767,-91.060000000000002,-0.410000000000000
326,374,-91.150000000000006,-0.410000000000000
327,771,-91.230000000000004,-0.410000000000000
328,653,-91.239999999999995,-0.410000000000000
329,583,-91.250000000000000,-0.410000000000000
330,617,-91.480000000000004,-0.410000000000000
331,530,-90.269999999999996,-0.420000000000000
332,480,-90.370000000000005,-0.420000000000000
333,600,-90.629999999999995,-0.420000000000000
334,390,-90.709999999999994,-0.420000000000000
335,835,-91.099999999999994,-0.420000000000000
336,797,-91.120000000000005,-0.420000000000000
337,372,-91.159999999999997,-0.420000000000000
338,279,-91.250000000000000,-0.420000000000000
339,741,-91.400000000000006,-0.420000000000000
340,756,-90.290000000000006,-0.430000000000000
341,526,-90.540000000000006,-0.430000000000000
342,389,-90.709999999999994,-0.430000000000000
343,864,-91.140000000000001,-0.430000000000000
344,665,-91.170000000000002,-0.430000000000000
345,54,-91.180000000000007,-0.430000000000000
346,499,-91.200000000000003,-0.430000000000000
347,551,-91.400000000000006,-0.430000000000000
348,841,-91.480000000000004,-0.430000000000000
349,357,-90.280000000000001,-0.440000000000000
350,527,-90.549999999999997,-0.440000000000000
351,461,-91.150000000000006,-0.440000000000000
352,832,-90.260000000000005,-0.450000000000000
353,724,-90.269999999999996,-0.450000000000000
354,712,-90.349999999999994,-0.450000000000000
355,801,-90.579999999999998,-0.450000000000000
356,631,-90.780000000000001,-0.450000000000000
357,781,-91.060000000000002,-0.450000000000000
358,524,-91.099999999999994,-0.450000000000000
359,259,-91.109999999999999,-0.450000000000000
360,865,-91.260000000000005,-0.450000000000000
361,171,-91.379999999999995,-0.450000000000000
362,588,-90.280000000000001,-0.460000000000000
363,726,-90.689999999999998,-0.460000000000000
364,364,-91.390000000000001,-0.460000000000000
365,819,-91.420000000000002,-0.460000000000000
366,546,-90.290000000000006,-0.470000000000000
367,563,-91.060000000000002,-0.470000000000000
368,577,-91.370000000000005,-0.470000000000000
369,847,-91.390000000000001,-0.470000000000000
370,136,-91.540000000000006,-0.470000000000000
371,342,-90.280000000000001,-0.480000000000000
372,587,-90.329999999999998,-0.480000000000000
373,426,-90.629999999999995,-0.480000000000000
374,396,-91.040000000000006,-0.480000000000000
375,257,-91.120000000000005,-0.480000000000000
376,232,-91.159999999999997,-0.480000000000000
377,369,-90.280000000000001,-0.490000000000000
378,465,-90.340000000000003,-0.490000000000000
379,170,-90.329999999999998,-0.500000000000000
380,854,-91.000000000000000,-0.500000000000000
381,109,-91.010000000000005,-0.500000000000000
382,189,-91.030000000000001,-0.500000000000000
383,615,-91.079999999999998,-0.500000000000000
384,856,-91.099999999999994,-0.500000000000000
385,634,-91.459999999999994,-0.500000000000000
386,809,-90.420000000000002,-0.510000000000000
387,754,-90.980000000000004,-0.510000000000000
388,7,-91.120000000000005,-0.510000000000000
389,607,-91.599999999999994,-0.510000000000000
390,610,-90.239999999999995,-0.520000000000000
391,732,-90.560000000000002,-0.520000000000000
392,489,-90.989999999999995,-0.520000000000000
393,110,-91.030000000000001,-0.520000000000000
394,303,-91.170000000000002,-0.520000000000000
395,367,-91.359999999999999,-0.520000000000000
396,633,-90.189999999999998,-0.530000000000000
397,225,-90.489999999999995,-0.530000000000000
398,580,-91.209999999999994,-0.530000000000000
399,763,-91.459999999999994,-0.530000000000000
400,506,-91.040000000000006,-0.540000000000000
401,260,-91.109999999999999,-0.540000000000000
402,772,-91.159999999999997,-0.540000000000000
403,516,-90.780000000000001,-0.550000000000000
404,326,-91.030000000000001,-0.550000000000000
405,470,-90.310000000000002,-0.560000000000000
406,813,-90.319999999999993,-0.560000000000000
407,237,-90.540000000000006,-0.560000000000000
408,807,-91.250000000000000,-0.560000000000000
409,197,-91.290000000000006,-0.560000000000000
410,721,-91.469999999999999,-0.560000000000000
411,265,-91.069999999999993,-0.570000000000000
412,258,-91.120000000000005,-0.570000000000000
413,503,-90.170000000000002,-0.580000000000000
414,522,-90.349999999999994,-0.580000000000000
415,112,-91.010000000000005,-0.580000000000000
416,437,-91.090000000000003,-0.580000000000000
417,808,-91.549999999999997,-0.580000000000000
418,297,-90.310000000000002,-0.590000000000000
419,555,-91.079999999999998,-0.590000000000000
420,283,-91.090000000000003,-0.590000000000000
421,373,-91.129999999999995,-0.590000000000000
422,483,-90.090000000000003,-0.600000000000000
423,142,-90.290000000000006,-0.600000000000000
424,549,-90.340000000000003,-0.600000000000000
425,597,-90.540000000000006,-0.600000000000000
426,581,-90.680000000000007,-0.600000000000000
427,340,-91.069999999999993,-0.600000000000000
428,116,-91.079999999999998,-0.600000000000000
429,193,-91.090000000000003,-0.600000000000000
430,190,-91.370000000000005,-0.600000000000000
431,94,-91.480000000000004,-0.600000000000000
432,398,-90.230000000000004,-0.610000000000000
433,96,-90.269999999999996,-0.610000000000000
434,450,-90.349999999999994,-0.610000000000000
435,624,-90.370000000000005,-0.610000000000000
436,277,-90.670000000000002,-0.610000000000000
437,335,-91.069999999999993,-0.610000000000000
438,613,-91.099999999999994,-0.610000000000000
439,561,-91.109999999999999,-0.610000000000000
440,674,-90.349999999999994,-0.620000000000000
441,702,-90.370000000000005,-0.620000000000000
442,831,-91.049999999999997,-0.620000000000000
443,707,-91.090000000000003,-0.620000000000000
444,167,-91.269999999999996,-0.620000000000000
445,113,-91.329999999999998,-0.620000000000000
446,681,-90.340000000000003,-0.630000000000000
447,709,-90.439999999999998,-0.630000000000000
448,627,-90.620000000000005,-0.630000000000000
449,25,-91.260000000000005,-0.630000000000000
450,511,-90.290000000000006,-0.640000000000000
451,414,-90.370000000000005,-0.640000000000000
452,294,-90.420000000000002,-0.640000000000000
453,635,-90.430000000000007,-0.640000000000000
454,753,-90.829999999999998,-0.640000000000000
455,244,-91.090000000000003,-0.640000000000000
456,723,-91.120000000000005,-0.640000000000000
457,800,-91.250000000000000,-0.640000000000000
458,45,-91.340000000000003,-0.640000000000000
459,629,-90.269999999999996,-0.650000000000000
460,863,-90.349999999999994,-0.650000000000000
461,412,-91.230000000000004,-0.650000000000000
462,422,-91.250000000000000,-0.650000000000000
463,253,-90.239999999999995,-0.660000000000000
464,280,-90.540000000000006,-0.660000000000000
465,64,-91.030000000000001,-0.660000000000000
466,352,-91.180000000000007,-0.660000000000000
467,111,-91.390000000000001,-0.660000000000000
468,626,-90.299999999999997,-0.670000000000000
469,510,-90.319999999999993,-0.670000000000000
470,728,-90.549999999999997,-0.670000000000000
471,26,-91.079999999999998,-0.670000000000000
472,236,-91.209999999999994,-0.670000000000000
473,27,-91.060000000000002,-0.680000000000000
474,261,-91.079999999999998,-0.680000000000000
475,760,-91.230000000000004,-0.680000000000000
476,430,-91.269999999999996,-0.680000000000000
477,254,-90.219999999999999,-0.690000000000000
478,683,-91.099999999999994,-0.690000000000000
479,353,-91.260000000000005,-0.690000000000000
480,117,-91.319999999999993,-0.690000000000000
481,652,-91.329999999999998,-0.690000000000000
482,485,-90.329999999999998,-0.700000000000000
483,95,-90.400000000000006,-0.700000000000000
484,371,-91.230000000000004,-0.700000000000000
485,706,-91.329999999999998,-0.700000000000000
486,284,-90.560000000000002,-0.710000000000000
487,337,-91.329999999999998,-0.710000000000000
488,619,-91.340000000000003,-0.710000000000000
489,799,-90.349999999999994,-0.720000000000000
490,11,-90.859999999999999,-0.720000000000000
491,140,-91.329999999999998,-0.720000000000000
492,102,-91.340000000000003,-0.720000000000000
493,793,-91.329999999999998,-0.730000000000000
494,103,-91.349999999999994,-0.730000000000000
495,446,-90.290000000000006,-0.740000000000000
496,553,-90.299999999999997,-0.740000000000000
497,235,-90.310000000000002,-0.740000000000000
498,366,-90.359999999999999,-0.740000000000000
499,125,-90.870000000000005,-0.740000000000000
500,861,-90.280000000000001,-0.750000000000000
501,296,-90.299999999999997,-0.750000000000000
502,230,-90.310000000000002,-0.750000000000000
503,647,-91.010000000000005,-0.750000000000000
504,417,-91.219999999999999,-0.750000000000000
505,241,-91.250000000000000,-0.750000000000000
506,502,-89.459999999999994,-0.760000000000000
507,834,-90.329999999999998,-0.760000000000000
508,595,-90.340000000000003,-0.760000000000000
509,584,-91.189999999999998,-0.760000000000000
510,196,-91.409999999999997,-0.760000000000000
511,632,-90.000000000000000,-0.770000000000000
512,271,-90.340000000000003,-0.770000000000000
513,592,-90.409999999999997,-0.770000000000000
514,28,-91.150000000000006,-0.770000000000000
515,62,-91.260000000000005,-0.770000000000000
516,104,-91.400000000000006,-0.770000000000000
517,208,-91.409999999999997,-0.770000000000000
518,498,-90.859999999999999,-0.780000000000000
519,467,-91.209999999999994,-0.780000000000000
520,100,-91.420000000000002,-0.780000000000000
521,593,-91.469999999999999,-0.780000000000000
522,675,-91.530000000000001,-0.780000000000000
523,770,-89.459999999999994,-0.790000000000000
524,628,-90.560000000000002,-0.790000000000000
525,528,-91.099999999999994,-0.790000000000000
526,594,-91.200000000000003,-0.790000000000000
527,48,-91.430000000000007,-0.790000000000000
528,101,-91.439999999999998,-0.790000000000000
529,61,-90.239999999999995,-0.800000000000000
530,669,-90.829999999999998,-0.800000000000000
531,71,-90.920000000000002,-0.800000000000000
532,318,-90.980000000000004,-0.800000000000000
533,362,-91.030000000000001,-0.800000000000000
534,731,-91.079999999999998,-0.800000000000000
535,385,-91.090000000000003,-0.800000000000000
536,574,-91.109999999999999,-0.800000000000000
537,127,-91.129999999999995,-0.800000000000000
538,354,-91.450000000000003,-0.800000000000000
539,399,-90.799999999999997,-0.810000000000000
540,132,-90.810000000000002,-0.810000000000000
541,751,-90.859999999999999,-0.810000000000000
542,223,-90.900000000000006,-0.810000000000000
543,68,-90.920000000000002,-0.810000000000000
544,589,-90.930000000000007,-0.810000000000000
545,315,-90.939999999999998,-0.810000000000000
546,598,-90.950000000000003,-0.810000000000000
547,394,-91.069999999999993,-0.810000000000000
548,198,-91.079999999999998,-0.810000000000000
549,219,-91.090000000000003,-0.810000000000000
550,816,-91.120000000000005,-0.810000000000000
551,618,-91.129999999999995,-0.810000000000000
552,444,-90.040000000000006,-0.820000000000000
553,156,-90.849999999999994,-0.820000000000000
554,640,-90.900000000000006,-0.820000000000000
555,311,-90.920000000000002,-0.820000000000000
556,820,-89.540000000000006,-0.830000000000000
557,659,-90.689999999999998,-0.830000000000000
558,153,-90.810000000000002,-0.830000000000000
559,556,-90.849999999999994,-0.830000000000000
560,305,-90.859999999999999,-0.830000000000000
561,151,-90.900000000000006,-0.830000000000000
562,442,-90.969999999999999,-0.830000000000000
563,309,-90.989999999999995,-0.830000000000000
564,515,-91.049999999999997,-0.830000000000000
565,462,-91.129999999999995,-0.830000000000000
566,178,-91.469999999999999,-0.830000000000000
567,658,-90.659999999999997,-0.840000000000000
568,667,-90.840000000000003,-0.840000000000000
569,443,-90.870000000000005,-0.840000000000000
570,343,-90.879999999999995,-0.840000000000000
571,567,-90.890000000000001,-0.840000000000000
572,490,-90.930000000000007,-0.840000000000000
573,744,-90.939999999999998,-0.840000000000000
574,269,-90.950000000000003,-0.840000000000000
575,540,-90.959999999999994,-0.840000000000000
576,285,-90.980000000000004,-0.840000000000000
577,341,-91.069999999999993,-0.840000000000000
578,783,-91.129999999999995,-0.840000000000000
579,419,-91.200000000000003,-0.840000000000000
580,276,-90.780000000000001,-0.850000000000000
581,493,-90.810000000000002,-0.850000000000000
582,163,-90.819999999999993,-0.850000000000000
583,752,-90.829999999999998,-0.850000000000000
584,423,-90.849999999999994,-0.850000000000000
585,439,-90.859999999999999,-0.850000000000000
586,316,-90.900000000000006,-0.850000000000000
587,402,-90.930000000000007,-0.850000000000000
588,476,-90.939999999999998,-0.850000000000000
589,688,-90.950000000000003,-0.850000000000000
590,320,-90.969999999999999,-0.850000000000000
591,20,-91.010000000000005,-0.850000000000000
592,200,-91.090000000000003,-0.850000000000000
593,298,-91.099999999999994,-0.850000000000000
594,207,-91.150000000000006,-0.850000000000000
595,500,-89.799999999999997,-0.860000000000000
596,842,-90.829999999999998,-0.860000000000000
597,317,-90.840000000000003,-0.860000000000000
598,129,-90.900000000000006,-0.860000000000000
599,160,-90.989999999999995,-0.860000000000000
600,350,-91.000000000000000,-0.860000000000000
601,202,-91.010000000000005,-0.860000000000000
602,428,-91.019999999999996,-0.860000000000000
603,203,-91.030000000000001,-0.860000000000000
604,857,-91.159999999999997,-0.860000000000000
605,166,-89.730000000000004,-0.870000000000000
606,310,-90.810000000000002,-0.870000000000000
607,172,-90.829999999999998,-0.870000000000000
608,270,-90.840000000000003,-0.870000000000000
609,134,-90.879999999999995,-0.870000000000000
610,173,-90.890000000000001,-0.870000000000000
611,40,-90.939999999999998,-0.870000000000000
612,571,-90.969999999999999,-0.870000000000000
613,536,-90.980000000000004,-0.870000000000000
614,523,-91.010000000000005,-0.870000000000000
615,15,-91.200000000000003,-0.870000000000000
616,226,-90.629999999999995,-0.880000000000000
617,409,-90.810000000000002,-0.880000000000000
618,451,-90.849999999999994,-0.880000000000000
619,427,-90.909999999999997,-0.880000000000000
620,300,-90.920000000000002,-0.880000000000000
621,319,-90.959999999999994,-0.880000000000000
622,775,-90.980000000000004,-0.880000000000000
623,737,-90.989999999999995,-0.880000000000000
624,554,-91.000000000000000,-0.880000000000000
625,645,-91.010000000000005,-0.880000000000000
626,199,-91.069999999999993,-0.880000000000000
627,764,-91.090000000000003,-0.880000000000000
628,421,-91.120000000000005,-0.880000000000000
629,521,-91.129999999999995,-0.880000000000000
630,206,-91.170000000000002,-0.880000000000000
631,222,-89.609999999999999,-0.890000000000000
632,487,-90.810000000000002,-0.890000000000000
633,406,-90.819999999999993,-0.890000000000000
