FID,Field1,lon,lat
258,1768,-57.430000000000000,-38.100000000000001
259,1737,-57.430000000000000,-37.759999999999998
260,1471,-57.439999999999998,-38.170000000000002
261,1480,-57.439999999999998,-37.759999999999998
262,1477,-57.439999999999998,-37.740000000000002
263,334,-57.439999999999998,-37.600000000000001
264,1662,-57.450000000000003,-37.770000000000003
265,1475,-57.450000000000003,-37.740000000000002
266,1479,-57.450000000000003,-37.700000000000003
267,3262,-57.460000000000001,-51.689999999999998
268,1539,-57.460000000000001,-37.789999999999999
269,1469,-57.479999999999997,-38.020000000000003
270,1476,-57.479999999999997,-37.780000000000001
271,317,-57.479999999999997,-37.689999999999998
272,3098,-57.490000000000002,-38.070000000000000
273,1711,-57.490000000000002,-37.829999999999998
274,318,-57.490000000000002,-37.719999999999999
275,1796,-57.500000000000000,-38.240000000000002
276,963,-57.500000000000000,-38.119999999999997
277,3099,-57.500000000000000,-38.079999999999998
278,2311,-57.500000000000000,-37.850000000000001
279,314,-57.500000000000000,-37.719999999999999
280,3039,-57.509999999999998,-38.399999999999999
281,1797,-57.509999999999998,-38.119999999999997
282,3100,-57.509999999999998,-37.869999999999997
283,609,-57.509999999999998,-37.700000000000003
284,1686,-57.520000000000003,-38.039999999999999
285,1478,-57.520000000000003,-37.640000000000001
286,2646,-57.530000000000001,-38.039999999999999
287,3010,-57.539999999999999,-51.750000000000000
288,2267,-57.539999999999999,-48.240000000000002
289,2325,-57.539999999999999,-38.079999999999998
290,1727,-57.539999999999999,-38.070000000000000
291,1529,-57.539999999999999,-38.060000000000002
292,315,-57.539999999999999,-37.750000000000000
293,661,-57.539999999999999,-37.609999999999999
294,308,-57.549999999999997,-37.700000000000003
295,1112,-57.560000000000002,-38.060000000000002
296,2141,-57.560000000000002,-38.020000000000003
297,320,-57.560000000000002,-37.729999999999997
298,319,-57.560000000000002,-37.689999999999998
299,1473,-57.570000000000000,-38.180000000000000
300,1474,-57.570000000000000,-38.090000000000003
301,1552,-57.570000000000000,-37.729999999999997
302,316,-57.570000000000000,-37.619999999999997
303,2129,-57.579999999999998,-51.600000000000001
304,1063,-57.579999999999998,-38.200000000000003
305,1767,-57.579999999999998,-38.140000000000001
306,335,-57.590000000000003,-37.689999999999998
307,2140,-57.600000000000001,-38.189999999999998
308,2991,-57.609999999999999,-51.670000000000002
309,2389,-57.609999999999999,-51.609999999999999
310,3189,-57.630000000000003,-51.579999999999998
311,2255,-57.649999999999999,-51.670000000000002
312,2865,-57.659999999999997,-51.659999999999997
313,2887,-57.670000000000002,-51.659999999999997
314,1615,-57.670000000000002,-51.630000000000003
315,219,-57.680000000000000,-51.649999999999999
316,2071,-57.689999999999998,-51.810000000000002
317,1195,-57.700000000000003,-51.570000000000000
318,1220,-57.719999999999999,-51.680000000000000
319,1861,-57.719999999999999,-51.670000000000002
320,2136,-57.719999999999999,-51.649999999999999
321,3248,-57.729999999999997,-51.920000000000002
322,3247,-57.729999999999997,-51.859999999999999
323,2032,-57.729999999999997,-51.750000000000000
324,3045,-57.729999999999997,-51.670000000000002
325,2546,-57.729999999999997,-51.659999999999997
326,2033,-57.740000000000002,-51.680000000000000
327,2548,-57.740000000000002,-51.659999999999997
328,1955,-57.740000000000002,-51.509999999999998
329,2596,-57.750000000000000,-51.680000000000000
330,1979,-57.750000000000000,-51.659999999999997
331,1358,-57.750000000000000,-51.640000000000001
332,1248,-57.750000000000000,-51.619999999999997
333,1210,-57.750000000000000,-51.509999999999998
334,3040,-57.750000000000000,-38.590000000000003
335,2133,-57.759999999999998,-51.680000000000000
336,3013,-57.759999999999998,-51.530000000000001
337,89,-57.759999999999998,-51.380000000000003
338,2329,-57.759999999999998,-38.240000000000002
339,2061,-57.770000000000003,-51.689999999999998
340,1614,-57.770000000000003,-51.649999999999999
341,2997,-57.770000000000003,-51.630000000000003
342,2200,-57.780000000000001,-51.670000000000002
343,1540,-57.780000000000001,-51.649999999999999
344,1357,-57.780000000000001,-51.630000000000003
345,1541,-57.780000000000001,-38.250000000000000
346,1621,-57.780000000000001,-38.229999999999997
347,1260,-57.789999999999999,-51.670000000000002
348,2188,-57.789999999999999,-38.250000000000000
349,1533,-57.799999999999997,-51.689999999999998
350,1218,-57.799999999999997,-51.680000000000000
351,2944,-57.799999999999997,-51.670000000000002
352,2034,-57.810000000000002,-51.840000000000003
353,1822,-57.810000000000002,-51.700000000000003
354,36,-57.810000000000002,-51.680000000000000
355,287,-57.810000000000002,-51.670000000000002
356,1221,-57.820000000000000,-51.719999999999999
357,2028,-57.820000000000000,-51.689999999999998
358,1205,-57.820000000000000,-51.680000000000000
359,2031,-57.820000000000000,-51.670000000000002
360,1364,-57.829999999999998,-51.680000000000000
361,16,-57.829999999999998,-51.479999999999997
362,2487,-57.840000000000003,-51.700000000000003
363,2029,-57.840000000000003,-51.689999999999998
364,1244,-57.840000000000003,-51.609999999999999
365,286,-57.840000000000003,-51.479999999999997
366,2381,-57.840000000000003,-51.469999999999999
367,1397,-57.840000000000003,-38.390000000000001
368,2084,-57.850000000000001,-51.700000000000003
369,86,-57.850000000000001,-51.689999999999998
370,2027,-57.859999999999999,-51.689999999999998
371,2246,-57.869999999999997,-51.729999999999997
372,1956,-57.869999999999997,-51.430000000000000
373,2379,-57.880000000000003,-51.689999999999998
374,1371,-57.880000000000003,-38.299999999999997
375,2923,-57.890000000000001,-51.490000000000002
376,3187,-57.899999999999999,-51.329999999999998
377,2971,-57.909999999999997,-51.460000000000001
378,2335,-57.909999999999997,-38.320000000000000
379,2483,-57.920000000000002,-51.539999999999999
380,1990,-57.969999999999999,-51.750000000000000
381,2030,-57.990000000000002,-52.039999999999999
382,1396,-57.990000000000002,-38.280000000000001
383,2782,-58.009999999999998,-51.509999999999998
384,2549,-58.009999999999998,-51.380000000000003
385,2530,-58.020000000000003,-51.380000000000003
386,2035,-58.030000000000001,-52.240000000000002
387,3238,-58.030000000000001,-51.390000000000001
388,2550,-58.030000000000001,-51.369999999999997
389,2904,-58.039999999999999,-51.500000000000000
390,2159,-58.049999999999997,-51.380000000000003
391,2894,-58.070000000000000,-51.759999999999998
392,1369,-58.070000000000000,-51.579999999999998
393,2418,-58.090000000000003,-51.750000000000000
394,3041,-58.109999999999999,-38.859999999999999
395,2555,-58.170000000000002,-51.549999999999997
396,2250,-58.210000000000001,-52.109999999999999
397,2269,-58.210000000000001,-52.070000000000000
398,1247,-58.219999999999999,-51.859999999999999
399,1548,-58.219999999999999,-38.430000000000000
400,1873,-58.229999999999997,-41.719999999999999
401,2454,-58.240000000000002,-51.840000000000003
402,3235,-58.240000000000002,-51.829999999999998
403,1950,-58.259999999999998,-52.060000000000002
404,2453,-58.259999999999998,-51.829999999999998
405,2704,-58.310000000000002,-39.079999999999998
406,2026,-58.369999999999997,-51.890000000000001
407,2635,-58.399999999999999,-38.549999999999997
408,1620,-58.409999999999997,-50.579999999999998
409,405,-58.409999999999997,-38.579999999999998
410,607,-58.409999999999997,-38.570000000000000
411,400,-58.409999999999997,-38.490000000000002
412,441,-58.409999999999997,-38.430000000000000
413,2999,-58.439999999999998,-39.189999999999998
414,413,-58.439999999999998,-38.530000000000001
415,2166,-58.450000000000003,-51.890000000000001
416,402,-58.460000000000001,-38.530000000000001
417,605,-58.469999999999999,-38.600000000000001
418,397,-58.469999999999999,-38.590000000000003
419,409,-58.469999999999999,-38.479999999999997
420,3135,-58.479999999999997,-39.280000000000001
421,399,-58.479999999999997,-38.450000000000003
422,437,-58.500000000000000,-38.570000000000000
423,436,-58.500000000000000,-38.479999999999997
424,452,-58.500000000000000,-38.420000000000002
425,606,-58.509999999999998,-38.450000000000003
426,440,-58.509999999999998,-38.409999999999997
427,604,-58.520000000000003,-50.049999999999997
428,439,-58.520000000000003,-38.549999999999997
429,442,-58.520000000000003,-38.539999999999999
430,451,-58.520000000000003,-38.469999999999999
431,438,-58.530000000000001,-38.479999999999997
432,412,-58.530000000000001,-38.439999999999998
433,450,-58.549999999999997,-38.600000000000001
434,411,-58.549999999999997,-38.520000000000003
435,449,-58.549999999999997,-38.420000000000002
436,2643,-58.560000000000002,-38.539999999999999
437,403,-58.560000000000002,-38.509999999999998
438,342,-58.560000000000002,-38.420000000000002
439,406,-58.560000000000002,-38.409999999999997
440,2524,-58.570000000000000,-38.549999999999997
441,401,-58.570000000000000,-38.509999999999998
442,608,-58.570000000000000,-38.479999999999997
443,407,-58.579999999999998,-38.590000000000003
444,2613,-58.579999999999998,-38.549999999999997
445,398,-58.579999999999998,-38.399999999999999
446,2245,-58.590000000000003,-52.159999999999997
447,1778,-58.590000000000003,-38.560000000000002
448,404,-58.590000000000003,-38.460000000000001
449,410,-58.600000000000001,-38.579999999999998
450,102,-58.600000000000001,-38.549999999999997
451,373,-58.600000000000001,-38.539999999999999
452,408,-58.600000000000001,-38.430000000000000
453,1549,-58.600000000000001,-38.399999999999999
454,968,-58.609999999999999,-38.640000000000001
455,1423,-58.609999999999999,-38.600000000000001
456,1348,-58.609999999999999,-38.579999999999998
457,448,-58.609999999999999,-38.570000000000000
458,1072,-58.609999999999999,-38.560000000000002
459,1439,-58.609999999999999,-38.539999999999999
460,384,-58.609999999999999,-38.490000000000002
461,323,-58.619999999999997,-38.770000000000003
462,304,-58.619999999999997,-38.729999999999997
463,301,-58.619999999999997,-38.700000000000003
464,347,-58.619999999999997,-38.649999999999999
465,2634,-58.619999999999997,-38.579999999999998
466,3111,-58.619999999999997,-38.560000000000002
467,1485,-58.619999999999997,-38.509999999999998
468,394,-58.619999999999997,-38.450000000000003
469,459,-58.619999999999997,-38.420000000000002
470,346,-58.630000000000003,-38.759999999999998
471,1703,-58.630000000000003,-38.600000000000001
472,1684,-58.630000000000003,-38.560000000000002
473,657,-58.630000000000003,-38.539999999999999
474,103,-58.630000000000003,-38.530000000000001
475,367,-58.630000000000003,-38.500000000000000
476,1347,-58.630000000000003,-38.479999999999997
477,1437,-58.630000000000003,-38.460000000000001
478,374,-58.630000000000003,-38.450000000000003
479,1424,-58.630000000000003,-38.430000000000000
480,1119,-58.630000000000003,-38.399999999999999
481,344,-58.640000000000001,-38.719999999999999
482,1422,-58.640000000000001,-38.600000000000001
483,366,-58.640000000000001,-38.570000000000000
484,381,-58.640000000000001,-38.560000000000002
485,932,-58.640000000000001,-38.509999999999998
486,455,-58.640000000000001,-38.500000000000000
487,369,-58.640000000000001,-38.460000000000001
488,458,-58.640000000000001,-38.439999999999998
489,572,-58.649999999999999,-38.799999999999997
490,1492,-58.649999999999999,-38.680000000000000
491,1580,-58.649999999999999,-38.600000000000001
492,456,-58.649999999999999,-38.570000000000000
493,654,-58.649999999999999,-38.539999999999999
494,1550,-58.649999999999999,-38.520000000000003
495,1264,-58.649999999999999,-38.469999999999999
496,1120,-58.649999999999999,-38.420000000000002
497,971,-58.659999999999997,-38.799999999999997
498,1395,-58.659999999999997,-38.590000000000003
499,1065,-58.659999999999997,-38.570000000000000
500,1346,-58.659999999999997,-38.539999999999999
501,383,-58.659999999999997,-38.509999999999998
502,937,-58.659999999999997,-38.500000000000000
503,1702,-58.659999999999997,-38.460000000000001
504,1070,-58.659999999999997,-38.430000000000000
505,1482,-58.659999999999997,-38.420000000000002
506,302,-58.670000000000002,-38.759999999999998
507,967,-58.670000000000002,-38.670000000000002
508,972,-58.670000000000002,-38.600000000000001
509,189,-58.670000000000002,-38.570000000000000
510,656,-58.670000000000002,-38.520000000000003
511,1389,-58.670000000000002,-38.509999999999998
512,1071,-58.670000000000002,-38.500000000000000
513,978,-58.670000000000002,-38.430000000000000
514,1069,-58.670000000000002,-38.409999999999997
515,348,-58.680000000000000,-38.780000000000001
516,973,-58.680000000000000,-38.770000000000003
517,299,-58.680000000000000,-38.759999999999998
518,1495,-58.680000000000000,-38.670000000000002
519,1431,-58.680000000000000,-38.590000000000003
520,392,-58.680000000000000,-38.560000000000002
521,380,-58.680000000000000,-38.509999999999998
522,1064,-58.680000000000000,-38.479999999999997
523,388,-58.680000000000000,-38.450000000000003
524,936,-58.680000000000000,-38.439999999999998
525,326,-58.689999999999998,-38.740000000000002
526,1461,-58.689999999999998,-38.689999999999998
527,1464,-58.689999999999998,-38.670000000000002
528,321,-58.689999999999998,-38.630000000000003
529,1429,-58.689999999999998,-38.570000000000000
530,1345,-58.689999999999998,-38.509999999999998
531,385,-58.689999999999998,-38.500000000000000
532,376,-58.689999999999998,-38.439999999999998
533,1000,-58.689999999999998,-38.430000000000000
534,364,-58.689999999999998,-38.409999999999997
535,1489,-58.700000000000003,-38.729999999999997
536,1487,-58.700000000000003,-38.659999999999997
537,1451,-58.700000000000003,-38.590000000000003
538,1701,-58.700000000000003,-38.579999999999998
539,1066,-58.700000000000003,-38.570000000000000
540,1438,-58.700000000000003,-38.530000000000001
541,390,-58.700000000000003,-38.479999999999997
542,1118,-58.700000000000003,-38.430000000000000
543,655,-58.700000000000003,-38.409999999999997
544,2249,-58.710000000000001,-38.579999999999998
545,1265,-58.710000000000001,-38.530000000000001
546,1426,-58.710000000000001,-38.469999999999999
547,1447,-58.710000000000001,-38.430000000000000
548,1430,-58.710000000000001,-38.399999999999999
549,295,-58.719999999999999,-38.710000000000001
550,300,-58.719999999999999,-38.630000000000003
551,377,-58.719999999999999,-38.600000000000001
552,1125,-58.719999999999999,-38.520000000000003
553,393,-58.719999999999999,-38.509999999999998
554,1068,-58.719999999999999,-38.500000000000000
555,454,-58.719999999999999,-38.490000000000002
556,1481,-58.719999999999999,-38.469999999999999
557,571,-58.719999999999999,-38.430000000000000
558,1076,-58.719999999999999,-38.409999999999997
559,322,-58.729999999999997,-38.740000000000002
560,970,-58.729999999999997,-38.689999999999998
561,1450,-58.729999999999997,-38.579999999999998
562,1427,-58.729999999999997,-38.539999999999999
563,375,-58.729999999999997,-38.530000000000001
564,1075,-58.729999999999997,-38.490000000000002
565,1121,-58.729999999999997,-38.450000000000003
566,659,-58.729999999999997,-38.430000000000000
567,365,-58.729999999999997,-38.409999999999997
568,345,-58.740000000000002,-38.789999999999999
569,296,-58.740000000000002,-38.750000000000000
570,1493,-58.740000000000002,-38.740000000000002
571,1494,-58.740000000000002,-38.659999999999997
572,977,-58.740000000000002,-38.570000000000000
573,660,-58.740000000000002,-38.560000000000002
574,658,-58.740000000000002,-38.530000000000001
575,1446,-58.740000000000002,-38.520000000000003
576,1452,-58.740000000000002,-38.500000000000000
577,386,-58.740000000000002,-38.479999999999997
578,1486,-58.740000000000002,-38.469999999999999
579,1074,-58.740000000000002,-38.409999999999997
580,1425,-58.740000000000002,-38.399999999999999
581,1488,-58.750000000000000,-38.789999999999999
582,1440,-58.750000000000000,-38.579999999999998
583,453,-58.750000000000000,-38.530000000000001
584,1598,-58.750000000000000,-38.520000000000003
585,1484,-58.750000000000000,-38.460000000000001
586,362,-58.750000000000000,-38.439999999999998
587,1496,-58.750000000000000,-38.420000000000002
588,1073,-58.750000000000000,-38.399999999999999
589,969,-58.759999999999998,-38.710000000000001
590,935,-58.759999999999998,-38.579999999999998
591,379,-58.759999999999998,-38.560000000000002
592,931,-58.759999999999998,-38.549999999999997
593,391,-58.759999999999998,-38.539999999999999
594,1449,-58.759999999999998,-38.500000000000000
595,371,-58.759999999999998,-38.439999999999998
596,382,-58.759999999999998,-38.430000000000000
597,934,-58.759999999999998,-38.420000000000002
598,368,-58.759999999999998,-38.409999999999997
599,325,-58.770000000000003,-38.799999999999997
600,343,-58.770000000000003,-38.689999999999998
601,372,-58.770000000000003,-38.490000000000002
602,457,-58.770000000000003,-38.479999999999997
603,1497,-58.780000000000001,-38.729999999999997
604,298,-58.780000000000001,-38.719999999999999
605,1463,-58.780000000000001,-38.609999999999999
606,1050,-58.780000000000001,-38.600000000000001
607,1421,-58.780000000000001,-38.549999999999997
608,1067,-58.780000000000001,-38.509999999999998
609,1448,-58.780000000000001,-38.490000000000002
610,570,-58.780000000000001,-38.450000000000003
611,1551,-58.780000000000001,-38.439999999999998
612,1491,-58.780000000000001,-38.420000000000002
