FID,Field1,lon,lat
0,2324,-42.409999999999997,-22.930000000000000
1,1787,-44.549999999999997,-23.280000000000001
2,1786,-44.560000000000002,-23.270000000000000
3,2310,-45.359999999999999,-23.780000000000001
4,1753,-45.369999999999997,-23.820000000000000
5,1167,-45.909999999999997,-23.770000000000000
6,2331,-45.950000000000003,-23.760000000000002
7,3128,-46.189999999999998,-23.910000000000000
8,1728,-46.310000000000002,-24.000000000000000
9,1666,-46.310000000000002,-23.989999999999998
10,2298,-46.310000000000002,-23.980000000000000
11,1773,-46.399999999999999,-24.020000000000000
12,2330,-46.570000000000000,-24.800000000000001
13,3116,-46.649999999999999,-24.949999999999999
14,2318,-46.670000000000002,-24.489999999999998
15,3117,-46.680000000000000,-24.809999999999999
16,3119,-46.680000000000000,-24.489999999999998
17,1792,-46.680000000000000,-24.480000000000000
18,1800,-46.680000000000000,-24.469999999999999
19,3115,-46.700000000000003,-24.579999999999998
20,3118,-46.710000000000001,-24.640000000000001
21,3114,-46.710000000000001,-24.539999999999999
22,3126,-46.710000000000001,-24.350000000000001
23,3122,-46.729999999999997,-24.329999999999998
24,2319,-46.789999999999999,-24.219999999999999
25,2316,-46.789999999999999,-24.210000000000001
26,3133,-47.009999999999998,-24.390000000000001
27,1814,-47.009999999999998,-24.370000000000001
28,2659,-47.030000000000001,-24.300000000000001
29,3130,-47.890000000000001,-25.020000000000000
30,1769,-48.170000000000002,-26.780000000000001
31,2309,-48.240000000000002,-26.809999999999999
32,3112,-48.289999999999999,-27.399999999999999
33,1172,-48.310000000000002,-25.539999999999999
34,1775,-48.359999999999999,-27.489999999999998
35,1696,-48.359999999999999,-25.590000000000000
36,2307,-48.369999999999997,-27.449999999999999
37,3129,-48.390000000000001,-27.350000000000001
38,2353,-48.399999999999999,-26.780000000000001
39,1785,-48.420000000000002,-27.570000000000000
40,3101,-48.450000000000003,-27.609999999999999
41,3113,-48.460000000000001,-27.609999999999999
42,1729,-48.460000000000001,-26.760000000000002
43,1736,-48.460000000000001,-26.750000000000000
44,1799,-48.469999999999999,-26.770000000000000
45,1819,-48.490000000000002,-27.770000000000000
46,1790,-48.490000000000002,-26.760000000000002
47,3136,-48.500000000000000,-27.190000000000001
48,1782,-48.500000000000000,-26.770000000000000
49,1748,-48.520000000000003,-27.780000000000001
50,1820,-48.520000000000003,-26.770000000000000
51,2352,-48.530000000000001,-26.719999999999999
52,2676,-48.560000000000002,-27.820000000000000
53,2328,-48.560000000000002,-27.719999999999999
54,1142,-48.560000000000002,-27.590000000000000
55,1122,-48.570000000000000,-27.780000000000001
56,1818,-48.579999999999998,-26.760000000000002
57,1789,-48.600000000000001,-26.750000000000000
58,2296,-48.600000000000001,-26.440000000000001
59,1828,-48.640000000000001,-26.250000000000000
60,2299,-48.659999999999997,-26.770000000000000
61,1791,-48.670000000000002,-26.760000000000002
62,1143,-48.689999999999998,-28.270000000000000
63,1161,-48.710000000000001,-28.340000000000000
64,990,-49.030000000000001,-28.690000000000001
65,1751,-49.200000000000003,-28.809999999999999
66,1165,-49.359999999999999,-28.940000000000001
67,2320,-49.729999999999997,-29.359999999999999
68,2350,-49.979999999999997,-29.699999999999999
69,1829,-50.009999999999998,-29.760000000000002
70,1845,-50.109999999999999,-29.960000000000001
71,2338,-50.159999999999997,-30.070000000000000
72,1176,-50.159999999999997,-30.059999999999999
73,1836,-50.170000000000002,-30.100000000000001
74,2339,-50.170000000000002,-30.079999999999998
75,2306,-50.189999999999998,-30.129999999999999
76,3145,-50.229999999999997,-30.239999999999998
77,2684,-50.250000000000000,-30.309999999999999
78,2670,-50.729999999999997,-31.059999999999999
79,1180,-50.810000000000002,-31.160000000000000
80,2312,-50.810000000000002,-31.149999999999999
81,1181,-50.920000000000002,-31.260000000000002
82,2678,-50.939999999999998,-31.280000000000001
83,2679,-50.979999999999997,-31.260000000000002
84,1870,-51.000000000000000,-31.329999999999998
85,2656,-51.399999999999999,-32.000000000000000
86,1779,-51.890000000000001,-32.060000000000002
87,3142,-51.909999999999997,-32.219999999999999
88,3144,-52.039999999999999,-32.240000000000002
89,1774,-52.100000000000001,-32.119999999999997
90,2633,-52.140000000000001,-32.180000000000000
91,1776,-52.310000000000002,-31.930000000000000
92,1864,-52.520000000000003,-33.939999999999998
93,1689,-52.590000000000003,-35.070000000000000
94,1862,-53.369999999999997,-34.390000000000001
95,3146,-53.380000000000003,-33.750000000000000
96,1896,-53.420000000000002,-33.990000000000002
97,1770,-53.509999999999998,-33.939999999999998
98,2649,-53.539999999999999,-34.020000000000003
99,2641,-53.549999999999997,-34.039999999999999
100,1932,-53.549999999999997,-33.990000000000002
101,3123,-53.600000000000001,-34.280000000000001
102,1902,-53.600000000000001,-33.960000000000001
103,2640,-53.619999999999997,-34.509999999999998
104,2639,-53.719999999999999,-34.310000000000002
105,1863,-53.740000000000002,-34.740000000000002
106,1865,-53.750000000000000,-34.719999999999999
107,1672,-53.780000000000001,-34.409999999999997
108,2632,-53.780000000000001,-34.399999999999999
109,2799,-53.780000000000001,-34.369999999999997
110,662,-53.780000000000001,-34.350000000000001
111,2334,-53.780000000000001,-34.280000000000001
112,2648,-53.789999999999999,-34.359999999999999
113,1616,-53.789999999999999,-34.340000000000003
114,1730,-53.789999999999999,-34.329999999999998
115,1137,-53.859999999999999,-34.420000000000002
116,1138,-53.920000000000002,-34.509999999999998
117,1211,-53.939999999999998,-34.509999999999998
118,1667,-53.950000000000003,-34.439999999999998
119,1139,-53.969999999999999,-34.539999999999999
120,1081,-54.020000000000003,-34.789999999999999
121,1080,-54.020000000000003,-34.750000000000000
122,1079,-54.039999999999999,-34.600000000000001
123,1843,-54.049999999999997,-34.530000000000001
124,1082,-54.060000000000002,-34.630000000000003
125,1670,-54.119999999999997,-34.590000000000003
126,1718,-54.140000000000001,-34.649999999999999
127,1671,-54.149999999999999,-34.670000000000002
128,1668,-54.149999999999999,-34.649999999999999
129,3076,-54.159999999999997,-34.649999999999999
130,1798,-54.170000000000002,-34.659999999999997
131,2288,-54.180000000000000,-34.659999999999997
132,2284,-54.200000000000003,-34.659999999999997
133,1653,-54.270000000000003,-34.680000000000000
134,2304,-54.289999999999999,-34.619999999999997
135,2650,-54.390000000000001,-34.759999999999998
136,355,-54.390000000000001,-34.740000000000002
137,1140,-54.479999999999997,-34.740000000000002
138,569,-54.509999999999998,-34.840000000000003
139,1665,-54.539999999999999,-34.780000000000001
140,2356,-54.630000000000003,-34.840000000000003
141,1722,-54.640000000000001,-34.840000000000003
142,1654,-54.670000000000002,-34.840000000000003
143,3051,-54.680000000000000,-34.840000000000003
144,2337,-54.700000000000003,-34.899999999999999
145,1115,-54.729999999999997,-34.820000000000000
146,3121,-54.820000000000000,-34.909999999999997
147,1116,-54.829999999999998,-34.859999999999999
148,3127,-54.850000000000001,-34.920000000000002
149,2655,-54.859999999999999,-34.909999999999997
150,1111,-54.899999999999999,-34.950000000000003
151,2661,-54.930000000000000,-35.000000000000000
152,2688,-54.930000000000000,-34.960000000000001
153,358,-54.930000000000000,-34.869999999999997
154,2322,-54.939999999999998,-35.109999999999999
155,1674,-54.939999999999998,-34.960000000000001
156,1675,-54.950000000000003,-34.969999999999999
157,2657,-54.950000000000003,-34.960000000000001
158,1110,-54.990000000000002,-34.829999999999998
159,221,-55.009999999999998,-34.939999999999998
160,1673,-55.009999999999998,-34.909999999999997
161,2710,-55.039999999999999,-39.310000000000002
162,1628,-55.049999999999997,-34.920000000000002
163,333,-55.070000000000000,-34.939999999999998
164,3047,-55.149999999999999,-34.880000000000003
165,3097,-55.180000000000000,-34.880000000000003
166,2642,-55.219999999999999,-34.890000000000001
167,1765,-55.219999999999999,-34.859999999999999
168,2238,-55.240000000000002,-34.939999999999998
169,1720,-55.240000000000002,-34.899999999999999
170,1114,-55.250000000000000,-34.799999999999997
171,1721,-55.259999999999998,-34.899999999999999
172,2671,-55.270000000000003,-34.859999999999999
173,1113,-55.270000000000003,-34.810000000000002
174,2239,-55.280000000000001,-34.979999999999997
175,1622,-55.280000000000001,-34.890000000000001
176,1528,-55.280000000000001,-34.880000000000003
177,1531,-55.280000000000001,-34.869999999999997
178,2236,-55.289999999999999,-34.880000000000003
179,2237,-55.299999999999997,-34.880000000000003
180,1794,-55.299999999999997,-34.850000000000001
181,2685,-55.329999999999998,-34.810000000000002
182,2235,-55.350000000000001,-34.939999999999998
183,2240,-55.350000000000001,-34.899999999999999
184,1109,-55.359999999999999,-34.950000000000003
185,1764,-55.380000000000003,-34.960000000000001
186,2651,-55.670000000000002,-34.700000000000003
187,2323,-55.700000000000003,-34.759999999999998
188,2241,-55.719999999999999,-34.680000000000000
189,1866,-55.740000000000002,-36.289999999999999
190,2673,-55.740000000000002,-34.780000000000001
191,2729,-55.799999999999997,-35.920000000000002
192,1867,-55.820000000000000,-36.619999999999997
193,2727,-55.820000000000000,-35.969999999999999
194,2736,-55.829999999999998,-35.990000000000002
195,2700,-55.840000000000003,-36.030000000000001
196,2658,-55.850000000000001,-34.780000000000001
197,2701,-55.869999999999997,-36.100000000000001
198,2589,-55.869999999999997,-34.789999999999999
199,1868,-55.880000000000003,-36.689999999999998
200,2749,-55.880000000000003,-36.130000000000003
201,2728,-55.950000000000003,-36.310000000000002
202,2726,-55.960000000000001,-36.350000000000001
203,2737,-55.960000000000001,-36.340000000000003
204,2702,-55.979999999999997,-36.390000000000001
205,2703,-56.009999999999998,-36.490000000000002
206,2761,-56.009999999999998,-36.479999999999997
207,2459,-56.159999999999997,-52.149999999999999
208,2647,-56.159999999999997,-34.930000000000000
209,2735,-56.180000000000000,-36.810000000000002
210,2275,-56.189999999999998,-37.600000000000001
211,1886,-56.240000000000002,-36.090000000000003
212,1872,-56.350000000000001,-37.960000000000001
213,1895,-56.369999999999997,-37.369999999999997
214,1648,-56.420000000000002,-34.770000000000003
215,2542,-56.439999999999998,-39.320000000000000
216,1924,-56.460000000000001,-38.149999999999999
217,2615,-56.640000000000001,-36.520000000000003
218,2286,-56.640000000000001,-36.420000000000002
219,2636,-56.649999999999999,-36.659999999999997
220,2297,-56.680000000000000,-36.750000000000000
221,2638,-56.710000000000001,-36.689999999999998
222,2315,-56.710000000000001,-36.590000000000003
223,2282,-56.710000000000001,-36.530000000000001
224,2637,-56.719999999999999,-36.710000000000001
225,1923,-56.729999999999997,-38.750000000000000
226,1532,-56.770000000000003,-36.310000000000002
227,2601,-56.780000000000001,-36.289999999999999
228,1245,-56.880000000000003,-51.670000000000002
229,2713,-56.880000000000003,-38.250000000000000
230,1519,-56.880000000000003,-37.149999999999999
231,336,-56.880000000000003,-37.030000000000001
232,1892,-56.890000000000001,-37.859999999999999
233,1084,-56.899999999999999,-37.200000000000003
234,1612,-56.939999999999998,-37.229999999999997
235,359,-56.950000000000003,-37.159999999999997
236,1894,-57.009999999999998,-37.969999999999999
237,3110,-57.009999999999998,-37.320000000000000
238,3143,-57.030000000000001,-37.350000000000001
239,2022,-57.109999999999999,-37.469999999999999
240,1885,-57.140000000000001,-38.320000000000000
241,3102,-57.159999999999997,-37.280000000000001
242,3079,-57.170000000000002,-38.130000000000003
243,1869,-57.189999999999998,-38.140000000000001
244,3105,-57.219999999999999,-38.109999999999999
245,3104,-57.229999999999997,-38.109999999999999
246,2276,-57.270000000000003,-41.210000000000001
247,2863,-57.270000000000003,-39.119999999999997
248,2277,-57.329999999999998,-41.390000000000001
249,3120,-57.329999999999998,-38.240000000000002
250,3038,-57.340000000000003,-38.280000000000001
251,1893,-57.340000000000003,-38.270000000000003
252,1882,-57.350000000000001,-38.640000000000001
253,3168,-57.369999999999997,-38.079999999999998
254,1126,-57.399999999999999,-38.159999999999997
255,1123,-57.399999999999999,-38.060000000000002
256,1470,-57.420000000000002,-38.189999999999998
257,1472,-57.430000000000000,-38.140000000000001
